ID,Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
1180,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Apparel,55,175,96250,33687.5,0.35,In-store
1181,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Apparel,45,275,123750,49500,0.4,In-store
1182,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Street Footwear,45,525,236250,106312.5,0.45,In-store
1183,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,45,225,101250,45562.5,0.45,In-store
1184,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Street Footwear,35,225,78750,27562.5,0.35,In-store
1185,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,40,150,60000,21000,0.35,In-store
1186,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Apparel,55,150,82500,28875,0.35,In-store
1187,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Apparel,45,300,135000,54000,0.4,In-store
1188,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Street Footwear,60,570,342000,153900,0.45,In-store
1189,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,55,275,151250,68062.5,0.45,In-store
1190,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Street Footwear,50,300,150000,52500,0.35,In-store
1191,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,50,250,125000,43750,0.35,In-store
1192,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Apparel,60,275,165000,57750,0.35,In-store
1193,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Apparel,65,400,260000,104000,0.4,In-store
1194,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Street Footwear,60,650,390000,175500,0.45,In-store
1195,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,55,400,220000,99000,0.45,In-store
1196,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Street Footwear,50,325,162500,56875,0.35,In-store
1197,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,50,300,150000,52500,0.35,In-store
1198,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Apparel,60,300,180000,63000,0.35,In-store
1199,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Apparel,65,450,292500,117000,0.4,In-store
1200,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Street Footwear,60,675,405000,182250,0.45,In-store
1201,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,55,425,233750,105187.5,0.45,In-store
1202,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Street Footwear,50,350,175000,61250,0.35,In-store
1203,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,50,300,150000,52500,0.35,In-store
1204,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Apparel,60,325,195000,68250,0.35,In-store
1205,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Apparel,65,500,325000,130000,0.4,In-store
1206,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Street Footwear,60,650,390000,175500,0.45,In-store
1207,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,55,425,233750,105187.5,0.45,In-store
1208,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Street Footwear,50,350,175000,61250,0.35,In-store
1209,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,50,250,125000,43750,0.35,In-store
1210,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Apparel,60,225,135000,47250,0.35,In-store
1211,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Apparel,65,400,260000,104000,0.4,In-store
1212,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Street Footwear,60,525,315000,141750,0.45,In-store
1213,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,55,325,178750,80437.5,0.45,In-store
1214,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Street Footwear,50,225,112500,39375,0.35,In-store
1215,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,50,200,100000,35000,0.35,In-store
1216,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Apparel,60,200,120000,42000,0.35,In-store
1217,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Apparel,65,300,195000,78000,0.4,In-store
1218,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Street Footwear,65,475,308750,138937.5,0.45,In-store
1219,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,60,300,180000,81000,0.45,In-store
1220,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women,Street Footwear,60,200,120000,42000,0.35,In-store
1221,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,60,175,105000,36750,0.35,In-store
1222,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Apparel,70,175,122500,42875,0.35,In-store
1223,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,60,300,180000,63000,0.35,In-store
1224,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Men,Apparel,70,275,192500,67375,0.35,In-store
1225,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Women,Apparel,75,375,281250,112500,0.4,In-store
1226,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Street Footwear,70,600,420000,189000,0.45,In-store
1227,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,60,400,240000,108000,0.45,In-store
1228,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Street Footwear,60,375,225000,78750,0.35,In-store
1229,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,60,325,195000,68250,0.35,In-store
1230,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Apparel,70,325,227500,79625,0.35,In-store
1231,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Apparel,75,425,318750,127500,0.4,In-store
1232,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Street Footwear,50,525,262500,105000,0.4,In-store
1233,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,50,325,162500,65000,0.4,In-store
1234,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Street Footwear,40,325,130000,39000,0.3,In-store
1235,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,45,175,78750,23625,0.3,In-store
1236,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Apparel,60,225,135000,40500,0.3,In-store
1237,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Apparel,50,325,162500,56875,0.35,In-store
1238,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Men,Street Footwear,50,600,300000,120000,0.4,In-store
1239,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,50,250,125000,50000,0.4,In-store
1240,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Women,Street Footwear,40,300,120000,36000,0.3,In-store
1241,Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,36,45,1620,745.2,0.46,Online
1242,Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Men,Apparel,54,63,3402,1701,0.5,Online
1243,Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Women,Apparel,43,85,3655,1973.7,0.54,Online
1244,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Street Footwear,44,142,6248,3748.8,0.6,Online
1245,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,42,70,2940,1675.8,0.57,Online
1246,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Street Footwear,34,77,2618,1282.82,0.49,Online
1247,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,36,38,1368,670.32,0.49,Online
1248,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Apparel,51,47,2397,1174.53,0.49,Online
1249,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Apparel,41,80,3280,1804,0.55,Online
1250,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Street Footwear,41,137,5617,3145.52,0.56,Online
1251,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,43,56,2408,1396.64,0.58,Online
1252,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Street Footwear,32,65,2080,1040,0.5,Online
1253,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,36,44,1584,792,0.5,Online
1254,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Apparel,51,38,1938,891.48,0.46,Online
1255,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Apparel,44,90,3960,2019.6,0.51,Online
1256,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Street Footwear,55,154,8470,4827.9,0.57,Online
1257,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,54,80,4320,2419.2,0.56,Online
1258,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Street Footwear,49,75,3675,1690.5,0.46,Online
1259,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,46,65,2990,1405.3,0.47,Online
1260,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Apparel,55,72,3960,1861.2,0.47,Online
1261,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Apparel,60,120,7200,3744,0.52,Online
1262,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Street Footwear,58,163,9454,5483.32,0.58,Online
1263,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,53,116,6148,3627.32,0.59,Online
1264,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Street Footwear,45,81,3645,1713.15,0.47,Online
1265,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,47,90,4230,1903.5,0.45,Online
1266,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Apparel,58,81,4698,2349,0.5,Online
1267,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Apparel,62,117,7254,3772.08,0.52,Online
1268,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Street Footwear,54,182,9828,5601.96,0.57,Online
1269,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,51,115,5865,3284.4,0.56,Online
1270,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Street Footwear,46,98,4508,2163.84,0.48,Online
1271,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,46,90,4140,2028.6,0.49,Online
1272,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Apparel,54,94,5076,2385.72,0.47,Online
1273,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Apparel,61,125,7625,3965,0.52,Online
1274,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Street Footwear,58,176,10208,6124.8,0.6,Online
1275,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,53,106,5618,3314.62,0.59,Online
1276,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Street Footwear,48,105,5040,2318.4,0.46,Online
1277,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,49,68,3332,1566.04,0.47,Online
1278,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Apparel,57,65,3705,1815.45,0.49,Online
1279,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Apparel,61,104,6344,3235.44,0.51,Online
1280,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Street Footwear,56,137,7672,4373.04,0.57,Online
1281,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,50,85,4250,2550,0.6,Online
1282,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Street Footwear,46,56,2576,1288,0.5,Online
1283,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,45,52,2340,1146.6,0.49,Online
1284,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Apparel,58,50,2900,1363,0.47,Online
1285,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Apparel,59,78,4602,2531.1,0.55,Online
1286,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Street Footwear,62,133,8246,4947.6,0.6,Online
1287,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,54,75,4050,2389.5,0.59,Online
1288,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women,Street Footwear,59,54,3186,1593,0.5,Online
1289,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,55,46,2530,1214.4,0.48,Online
1290,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Apparel,66,51,3366,1615.68,0.48,Online
1291,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,55,75,4125,2062.5,0.5,Online
1292,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Men,Apparel,67,80,5360,2680,0.5,Online
1293,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Women,Apparel,70,94,6580,3487.4,0.53,Online
1294,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Street Footwear,64,168,10752,6451.2,0.6,Online
1295,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,55,100,5500,3025,0.55,Online
1296,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Street Footwear,55,113,6215,2921.05,0.47,Online
1297,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,56,81,4536,2041.2,0.45,Online
1298,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Apparel,67,81,5427,2604.96,0.48,Online
1299,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Apparel,68,106,7208,3748.16,0.52,Online
1300,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Street Footwear,49,131,6419,3530.45,0.55,Online
1301,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,45,91,4095,2170.35,0.53,Online
1302,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Street Footwear,38,81,3078,1385.1,0.45,Online
1303,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,43,46,1978,791.2,0.4,Online
1304,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Apparel,59,56,3304,1453.76,0.44,Online
1305,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Apparel,49,88,4312,1940.4,0.45,Online
1306,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Men,Street Footwear,49,180,8820,4674.6,0.53,Online
1307,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,45,75,3375,1721.25,0.51,Online
1308,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Women,Street Footwear,39,90,3510,1544.4,0.44,Online
1309,Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,30,48,1440,547.2,0.38,Outlet
1310,Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Men,Apparel,36,68,2448,954.72,0.39,Outlet
1311,Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Women,Apparel,35,107,3745,1760.15,0.47,Outlet
1312,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Street Footwear,35,185,6475,3172.75,0.49,Outlet
1313,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,36,80,2880,1440,0.5,Outlet
1314,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Street Footwear,23,85,1955,742.9,0.38,Outlet
1315,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,30,39,1170,468,0.4,Outlet
1316,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men,Apparel,36,56,2016,786.24,0.39,Outlet
1317,Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women,Apparel,29,96,2784,1280.64,0.46,Outlet
1318,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Street Footwear,30,168,5040,2620.8,0.52,Outlet
1319,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,35,68,2380,1118.6,0.47,Outlet
1320,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Street Footwear,25,74,1850,777,0.42,Outlet
1321,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,30,50,1500,600,0.4,Outlet
1322,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men,Apparel,41,53,2173,912.66,0.42,Outlet
1323,Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women,Apparel,36,90,3240,1425.6,0.44,Outlet
1324,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Street Footwear,48,177,8496,4332.96,0.51,Outlet
1325,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,41,94,3854,1965.54,0.51,Outlet
1326,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Street Footwear,37,96,3552,1314.24,0.37,Outlet
1327,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,40,83,3320,1328,0.4,Outlet
1328,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men,Apparel,46,91,4186,1716.26,0.41,Outlet
1329,Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women,Apparel,47,120,5640,2594.4,0.46,Outlet
1330,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Street Footwear,47,195,9165,4490.85,0.49,Outlet
1331,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,44,120,5280,2640,0.5,Outlet
1332,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Street Footwear,35,104,3640,1419.6,0.39,Outlet
1333,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,38,102,3876,1550.4,0.4,Outlet
1334,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men,Apparel,44,105,4620,1894.2,0.41,Outlet
1335,Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women,Apparel,49,158,7742,3483.9,0.45,Outlet
1336,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Street Footwear,45,209,9405,4890.6,0.52,Outlet
1337,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,42,145,6090,3045,0.5,Outlet
1338,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Street Footwear,33,109,3597,1330.89,0.37,Outlet
1339,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,36,96,3456,1451.52,0.42,Outlet
1340,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men,Apparel,39,114,4446,1689.48,0.38,Outlet
1341,Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women,Apparel,49,175,8575,4030.25,0.47,Outlet
1342,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Street Footwear,42,215,9030,4605.3,0.51,Outlet
1343,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,43,149,6407,3331.64,0.52,Outlet
1344,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Street Footwear,34,116,3944,1538.16,0.39,Outlet
1345,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,40,85,3400,1428,0.42,Outlet
1346,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men,Apparel,43,72,3096,1207.44,0.39,Outlet
1347,Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women,Apparel,44,136,5984,2573.12,0.43,Outlet
1348,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Street Footwear,44,179,7876,3859.24,0.49,Outlet
1349,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,42,111,4662,2377.62,0.51,Outlet
1350,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Street Footwear,40,72,2880,1209.6,0.42,Outlet
1351,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,35,66,2310,924,0.4,Outlet
1352,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men,Apparel,48,68,3264,1207.68,0.37,Outlet
1353,Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Women,Apparel,45,93,4185,1925.1,0.46,Outlet
1354,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Street Footwear,44,157,6908,3246.76,0.47,Outlet
1355,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,44,99,4356,2134.44,0.49,Outlet
1356,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women,Street Footwear,40,66,2640,976.8,0.37,Outlet
1357,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,46,61,2806,1038.22,0.37,Outlet
1358,Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Men,Apparel,55,58,3190,1180.3,0.37,Outlet
1359,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,42,96,4032,1572.48,0.39,Outlet
1360,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Men,Apparel,50,91,4550,1774.5,0.39,Outlet
1361,Amazon,1185732,11-11-2021,Northeast,Vermont,Burlington,Women,Apparel,57,128,7296,3429.12,0.47,Outlet
1362,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Street Footwear,48,186,8928,4285.44,0.48,Outlet
1363,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,41,132,5412,2760.12,0.51,Outlet
1364,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Street Footwear,44,131,5764,2305.6,0.4,Outlet
1365,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,44,101,4444,1866.48,0.42,Outlet
1366,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Men,Apparel,48,104,4992,2096.64,0.42,Outlet
1367,Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women,Apparel,60,145,8700,4089,0.47,Outlet
1368,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Street Footwear,34,173,5882,2529.26,0.43,Outlet
1369,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,39,111,4329,1861.47,0.43,Outlet
1370,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Street Footwear,28,101,2828,1018.08,0.36,Outlet
1371,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Athletic Footwear,36,60,2160,691.2,0.32,Outlet
1372,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men,Apparel,43,74,3182,1050.06,0.33,Outlet
1373,Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Women,Apparel,35,101,3535,1414,0.4,Outlet
1374,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Men,Street Footwear,34,186,6324,2782.56,0.44,Outlet
1375,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Men,Athletic Footwear,37,85,3145,1352.35,0.43,Outlet
1376,Amazon,1185732,19-02-2021,Northeast,Vermont,Burlington,Women,Street Footwear,31,96,2976,1011.84,0.34,Outlet
1377,Sports Direct,1185732,05-02-2021,Northeast,Connecticut,Hartford,Women,Athletic Footwear,35,125,43750,13125,0.3,In-store
1378,Sports Direct,1185732,05-02-2021,Northeast,Connecticut,Hartford,Men,Apparel,50,200,100000,30000,0.3,In-store
1379,Sports Direct,1185732,05-02-2021,Northeast,Connecticut,Hartford,Women,Apparel,40,300,120000,42000,0.35,In-store
1380,Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Men,Street Footwear,40,520,208000,83200,0.4,In-store
1381,Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Men,Athletic Footwear,40,225,90000,36000,0.4,In-store
1382,Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Women,Street Footwear,30,250,75000,22500,0.3,In-store
1383,Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Women,Athletic Footwear,35,100,35000,10500,0.3,In-store
1384,Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Men,Apparel,50,150,75000,22500,0.3,In-store
1385,Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Women,Apparel,40,250,100000,35000,0.35,In-store
1386,Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Men,Street Footwear,40,500,200000,80000,0.4,In-store
1387,Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Men,Athletic Footwear,40,200,80000,32000,0.4,In-store
1388,Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Women,Street Footwear,30,200,60000,18000,0.3,In-store
1389,Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Women,Athletic Footwear,35,125,43750,13125,0.3,In-store
1390,Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Men,Apparel,50,125,62500,18750,0.3,In-store
1391,Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Women,Apparel,40,275,110000,38500,0.35,In-store
1392,Sports Direct,1185732,03-05-2021,Northeast,Connecticut,Hartford,Men,Street Footwear,55,545,299750,119900,0.4,In-store
1393,Sports Direct,1185732,03-05-2021,Northeast,Connecticut,Hartford,Men,Athletic Footwear,50,250,125000,50000,0.4,In-store
1394,Sports Direct,1185732,03-05-2021,Northeast,Connecticut,Hartford,Women,Street Footwear,45,275,123750,37125,0.3,In-store
1395,Sports Direct,1185732,03-05-2021,Northeast,Connecticut,Hartford,Women,Athletic Footwear,45,225,101250,30375,0.3,In-store
1396,Sports Direct,1185732,03-05-2021,Northeast,Connecticut,Hartford,Men,Apparel,55,250,137500,41250,0.3,In-store
1397,Sports Direct,1185732,03-05-2021,Northeast,Connecticut,Hartford,Women,Apparel,60,375,225000,78750,0.35,In-store
1398,Sports Direct,1185732,05-06-2021,Northeast,Connecticut,Hartford,Men,Street Footwear,55,625,343750,137500,0.4,In-store
